customer_id,telecom_partner,gender,age,state,city,pincode,registration_event,num_dependents,estimated_salary
134674,Airtel Nigeria,M,54,Borno,Port Harcourt,519515,2021-11-05,0,486204
163566,Airtel Nigeria,M,39,Osun,Port Harcourt,408269,2022-03-29,4,633494
228035,9mobile,M,64,Anambra,Enugu,839979,2023-02-15,4,539172
197129,Airtel Nigeria,M,18,Taraba,Port Harcourt,848466,2022-09-13,0,632718
206010,Glo,M,49,Lagos,Enugu,421619,2022-10-28,1,733890
94663,Airtel Nigeria,M,43,Cross River,Enugu,987069,2021-04-18,4,1010452
65815,Airtel Nigeria,M,67,Imo,Kano,599844,2020-11-25,1,512589
217498,MTN Nigeria,M,67,Enugu,Port Harcourt,265336,2022-12-24,1,971115
135072,Airtel Nigeria,M,37,FCT Abuja,Enugu,422369,2021-11-07,1,627074
202858,MTN Nigeria,M,63,FCT Abuja,Ibadan,550631,2022-10-12,0,327608
170406,Glo,F,73,Katsina,Enugu,637566,2022-05-02,0,358121
24954,MTN Nigeria,M,33,Anambra,Kano,859472,2020-05-04,0,897690
162548,MTN Nigeria,M,33,Niger,Lagos,370007,2022-03-24,3,427393
212769,Airtel Nigeria,M,31,Kwara,Port Harcourt,471661,2022-11-30,3,964541
25607,MTN Nigeria,F,52,Ogun,Port Harcourt,290820,2020-05-08,0,672261
136688,MTN Nigeria,M,73,Adamawa,Abuja,961298,2021-11-15,1,1198862
226397,9mobile,M,40,Sokoto,Kano,424898,2023-02-07,0,952598
40578,Glo,M,66,FCT Abuja,Port Harcourt,744855,2020-07-22,4,789961
183116,Airtel Nigeria,F,47,Niger,Enugu,829503,2022-07-05,0,1045170
24188,Airtel Nigeria,F,64,Plateau,Kano,791563,2020-05-01,3,676975
21954,Airtel Nigeria,F,67,Ekiti,Lagos,272242,2020-04-19,3,236191
100408,Airtel Nigeria,F,28,Kwara,Lagos,786589,2021-05-17,3,862455
60590,Airtel Nigeria,F,39,Ekiti,Enugu,398580,2020-10-30,4,786454
93771,Glo,M,61,Ondo,Lagos,115684,2021-04-14,2,586049
158643,MTN Nigeria,M,32,Benue,Abuja,221706,2022-03-05,3,456949
39890,MTN Nigeria,F,74,Niger,Enugu,304029,2020-07-18,0,996251
185252,Airtel Nigeria,M,36,Osun,Enugu,796482,2022-07-16,3,345015
239534,MTN Nigeria,F,33,Delta,Kano,915749,2023-04-13,4,992873
217247,Airtel Nigeria,M,24,Kaduna,Kano,336944,2022-12-23,2,262309
5042,Airtel Nigeria,F,28,Benue,Ibadan,698478,2020-01-26,4,430030
203667,MTN Nigeria,F,66,Ondo,Enugu,355463,2022-10-16,1,1181645
163822,Glo,F,27,Kano,Lagos,469672,2022-03-30,4,910107
93080,MTN Nigeria,M,74,Kebbi,Kano,695699,2021-04-10,3,358130
212928,9mobile,M,20,Benue,Abuja,309498,2022-12-01,2,928634
30261,Airtel Nigeria,F,36,Edo,Ibadan,189303,2020-05-31,4,246566
51792,9mobile,F,62,Kano,Enugu,111409,2020-09-16,4,133485
93153,Glo,M,19,Plateau,Lagos,189296,2021-04-11,0,908685
172312,Glo,F,28,Lagos,Ibadan,217310,2022-05-12,4,591227
99540,Glo,M,18,Delta,Lagos,166902,2021-05-13,2,671210
20021,Airtel Nigeria,M,42,Kaduna,Kano,765298,2020-04-10,1,1163438
60180,Airtel Nigeria,M,67,Kaduna,Lagos,622142,2020-10-28,2,548392
210106,Glo,F,30,Lagos,Enugu,779052,2022-11-17,1,80947
11397,9mobile,M,18,FCT Abuja,Port Harcourt,499097,2020-02-27,1,1019474
182222,9mobile,M,48,Cross River,Lagos,681188,2022-07-01,3,577432
191993,9mobile,M,42,Akwa Ibom,Abuja,456491,2022-08-18,3,207091
111539,Airtel Nigeria,M,42,Niger,Kano,651655,2021-07-12,4,256010
151466,MTN Nigeria,M,36,Niger,Port Harcourt,613980,2022-01-28,3,690486
9309,MTN Nigeria,M,32,Cross River,Ibadan,419769,2020-02-16,2,543110
206887,Glo,M,49,Akwa Ibom,Abuja,795415,2022-11-01,0,443455
63994,9mobile,M,45,Lagos,Kano,613654,2020-11-16,3,1067763
135223,9mobile,F,39,Edo,Lagos,442919,2021-11-07,1,830788
149180,Glo,F,55,Ondo,Ibadan,515020,2022-01-16,2,999784
173483,Glo,F,25,Adamawa,Ibadan,766508,2022-05-18,3,425738
103886,Glo,M,66,FCT Abuja,Lagos,551592,2021-06-03,0,532598
69625,9mobile,M,35,Ogun,Ibadan,346607,2020-12-14,0,542688
93012,Glo,F,58,Plateau,Kano,463009,2021-04-10,2,615794
230441,Airtel Nigeria,F,39,Sokoto,Enugu,445458,2023-02-27,0,1043489
239306,Glo,F,73,Benue,Abuja,131737,2023-04-12,1,479646
40672,Airtel Nigeria,M,74,Sokoto,Kano,138545,2020-07-22,4,558492
43288,Glo,M,57,Edo,Port Harcourt,820363,2020-08-04,2,835191
163027,9mobile,M,63,Ogun,Enugu,233193,2022-03-26,2,715639
117582,MTN Nigeria,F,52,Ogun,Enugu,623896,2021-08-11,1,1014114
86841,Glo,F,56,Enugu,Ibadan,472207,2021-03-10,2,1153778
189286,Glo,M,22,Oyo,Kano,982099,2022-08-05,0,558414
9335,Glo,F,68,Borno,Port Harcourt,921619,2020-02-16,2,823420
37754,MTN Nigeria,M,57,Lagos,Lagos,333549,2020-07-07,4,349978
114567,9mobile,M,46,Delta,Enugu,798238,2021-07-27,1,761464
100514,9mobile,F,64,Ekiti,Abuja,306502,2021-05-18,4,984661
105500,Glo,F,19,Adamawa,Enugu,337995,2021-06-12,2,1039569
34587,9mobile,M,44,Ekiti,Ibadan,639825,2020-06-22,2,982929
231030,MTN Nigeria,M,58,Delta,Abuja,448920,2023-03-02,1,396828
56362,9mobile,M,36,Delta,Port Harcourt,201140,2020-10-09,1,1187040
15696,MTN Nigeria,M,49,Taraba,Port Harcourt,828929,2020-03-19,2,408444
17839,9mobile,M,55,Kano,Lagos,703490,2020-03-30,0,851426
35931,9mobile,F,29,Akwa Ibom,Kano,976843,2020-06-28,3,209702
174314,Airtel Nigeria,M,73,Imo,Ibadan,379641,2022-05-22,4,659129
6374,9mobile,F,26,Benue,Abuja,959999,2020-02-01,2,608978
127036,9mobile,M,74,Kano,Enugu,797454,2021-09-27,3,1046342
162182,Airtel Nigeria,M,19,Rivers,Enugu,473638,2022-03-22,3,1092089
83316,MTN Nigeria,M,18,Kaduna,Port Harcourt,712344,2021-02-20,4,157656
72495,Glo,M,43,Kwara,Lagos,709425,2020-12-28,3,617871
236444,Glo,M,54,Kano,Enugu,317667,2023-03-29,4,382076
134731,9mobile,M,31,Anambra,Enugu,979154,2021-11-05,1,389056
67454,Airtel Nigeria,M,47,Adamawa,Abuja,457550,2020-12-03,3,678681
85662,Airtel Nigeria,F,27,Adamawa,Lagos,801215,2021-03-04,0,1122180
190742,Airtel Nigeria,F,43,Edo,Lagos,948278,2022-08-12,2,417819
4304,Glo,M,23,Taraba,Lagos,184230,2020-01-22,0,671693
54716,Airtel Nigeria,M,51,Ondo,Port Harcourt,976976,2020-09-30,2,165506
107489,Glo,F,49,Plateau,Kano,998767,2021-06-21,1,690934
236096,Airtel Nigeria,M,42,Imo,Enugu,305973,2023-03-27,0,1175071
126464,Airtel Nigeria,M,62,Osun,Ibadan,847880,2021-09-24,3,1074424
221763,Airtel Nigeria,F,62,Cross River,Abuja,403029,2023-01-14,0,811607
243032,Airtel Nigeria,M,35,Edo,Enugu,655580,2023-05-01,0,1194579
33588,MTN Nigeria,F,38,Adamawa,Enugu,589458,2020-06-17,3,657397
93113,9mobile,F,71,Bauchi,Ibadan,624610,2021-04-11,2,262542
132455,Glo,F,63,Anambra,Enugu,782477,2021-10-24,1,1180939
73931,MTN Nigeria,F,65,FCT Abuja,Ibadan,999740,2021-01-05,1,411451
181629,MTN Nigeria,M,66,Plateau,Lagos,406535,2022-06-28,1,290762
80451,Glo,M,64,Borno,Enugu,741734,2021-02-06,2,999819
129279,Airtel Nigeria,F,60,Akwa Ibom,Port Harcourt,493546,2021-10-09,3,165988
39416,MTN Nigeria,M,25,Imo,Lagos,567393,2020-07-16,0,316070
120997,Airtel Nigeria,M,37,Ondo,Ibadan,109542,2021-08-28,2,609271
177781,Glo,F,33,Osun,Abuja,947257,2022-06-08,4,434760
2524,9mobile,F,24,Benue,Abuja,931419,2020-01-13,0,1143963
125894,Airtel Nigeria,M,65,Imo,Lagos,571172,2021-09-22,4,439190
112844,9mobile,M,18,Bauchi,Kano,349323,2021-07-18,2,84127
126041,9mobile,M,19,Benue,Ibadan,959342,2021-09-22,4,128858
145901,9mobile,F,37,Bauchi,Enugu,710761,2021-12-31,4,472184
14190,9mobile,M,64,Kano,Kano,623608,2020-03-12,1,745325
7752,Airtel Nigeria,M,46,FCT Abuja,Abuja,166287,2020-02-08,4,290202
228786,Airtel Nigeria,F,22,Benue,Kano,249810,2023-02-19,1,324868
217460,Airtel Nigeria,F,45,Kebbi,Lagos,746990,2022-12-24,1,314614
138612,MTN Nigeria,M,68,Kwara,Port Harcourt,312169,2021-11-24,0,952124
179038,9mobile,M,29,Plateau,Ibadan,363654,2022-06-15,0,522817
89030,Airtel Nigeria,M,64,Rivers,Lagos,467248,2021-03-21,1,694993
180058,9mobile,M,34,Adamawa,Ibadan,843521,2022-06-20,2,894778
62853,Glo,F,20,Plateau,Lagos,585132,2020-11-10,0,413520
2880,MTN Nigeria,M,25,Delta,Ibadan,899093,2020-01-15,2,1097621
211013,Glo,M,39,Cross River,Abuja,777258,2022-11-22,2,1164592
170489,9mobile,M,64,Adamawa,Lagos,414951,2022-05-03,3,930685
92805,MTN Nigeria,M,39,FCT Abuja,Ibadan,186847,2021-04-09,4,683627
183403,9mobile,F,25,Katsina,Lagos,368472,2022-07-06,2,603489
128390,Glo,F,20,Kano,Lagos,860990,2021-10-04,3,812158
189944,MTN Nigeria,M,19,Kano,Abuja,498949,2022-08-08,4,1160353
30738,Glo,F,69,Taraba,Abuja,870676,2020-06-02,1,303119
202434,Glo,F,46,Plateau,Kano,151429,2022-10-10,1,616966
157468,MTN Nigeria,M,46,FCT Abuja,Port Harcourt,398014,2022-02-27,4,741999
87367,Airtel Nigeria,M,22,Benue,Kano,284658,2021-03-13,1,264859
7433,Glo,M,59,Kebbi,Ibadan,333350,2020-02-07,1,214803
143057,9mobile,F,18,FCT Abuja,Abuja,139204,2021-12-17,2,770228
105657,Airtel Nigeria,M,38,Kwara,Kano,423365,2021-06-12,4,559603
55719,Airtel Nigeria,M,47,Taraba,Lagos,873050,2020-10-05,0,163455
222995,Glo,M,59,Delta,Port Harcourt,963695,2023-01-21,2,975657
19473,Airtel Nigeria,F,43,Oyo,Port Harcourt,660400,2020-04-07,2,516062
10835,MTN Nigeria,F,74,Kwara,Kano,376416,2020-02-24,1,1166169
11579,Glo,M,71,Osun,Lagos,676055,2020-02-27,0,522059
72278,9mobile,F,26,Borno,Kano,241605,2020-12-27,2,562205
239251,MTN Nigeria,M,74,Kano,Abuja,399602,2023-04-12,0,487514
205612,Airtel Nigeria,M,34,Taraba,Kano,843331,2022-10-26,4,540689
118720,Glo,F,43,Kebbi,Kano,157665,2021-08-17,2,351357
137844,Airtel Nigeria,M,43,Oyo,Lagos,977921,2021-11-20,3,561042
232747,Glo,M,41,Niger,Abuja,750924,2023-03-10,2,402585
65463,Airtel Nigeria,M,27,Edo,Lagos,972350,2020-11-23,0,1057457
30841,9mobile,M,41,Akwa Ibom,Lagos,232978,2020-06-03,1,572727
46288,MTN Nigeria,F,40,Akwa Ibom,Ibadan,179854,2020-08-19,1,580361
61493,9mobile,M,49,Bauchi,Abuja,961343,2020-11-03,4,311184
152655,MTN Nigeria,F,62,Ondo,Lagos,134143,2022-02-03,0,225264
239159,MTN Nigeria,F,32,Kano,Abuja,495731,2023-04-12,1,331994
77714,9mobile,M,60,Kaduna,Ibadan,662273,2021-01-23,0,1006971
238830,MTN Nigeria,M,44,Akwa Ibom,Enugu,130815,2023-04-10,0,490607
140148,MTN Nigeria,M,57,Katsina,Port Harcourt,855862,2021-12-02,1,512899
134781,Glo,F,70,Bauchi,Enugu,409112,2021-11-05,0,1130357
40566,Airtel Nigeria,F,63,Adamawa,Ibadan,389123,2020-07-22,3,604713
207245,9mobile,M,69,Kano,Kano,622670,2022-11-03,2,1100732
66775,Glo,F,67,Delta,Lagos,538458,2020-11-30,2,754123
149226,Airtel Nigeria,M,56,Borno,Ibadan,576670,2022-01-16,4,905454
240732,9mobile,M,47,Oyo,Kano,458674,2023-04-19,3,1149271
144462,Glo,M,28,Rivers,Enugu,847834,2021-12-24,2,1004644
225498,Airtel Nigeria,M,41,Cross River,Enugu,858078,2023-02-02,0,616225
63401,MTN Nigeria,F,34,Bauchi,Port Harcourt,758858,2020-11-13,0,927608
90670,MTN Nigeria,F,25,Lagos,Enugu,914099,2021-03-29,3,763532
162734,MTN Nigeria,M,71,Niger,Ibadan,474186,2022-03-25,4,966281
30887,Airtel Nigeria,F,38,FCT Abuja,Kano,518968,2020-06-03,1,461034
207134,9mobile,M,67,Oyo,Ibadan,850480,2022-11-02,1,116251
54975,MTN Nigeria,M,34,Cross River,Lagos,972257,2020-10-02,0,982455
117061,Glo,F,67,Kano,Enugu,772988,2021-08-08,3,525256
62157,9mobile,M,40,Edo,Kano,464608,2020-11-07,3,361473
202959,Airtel Nigeria,M,60,Bauchi,Ibadan,718269,2022-10-12,2,232959
52797,Glo,F,27,Ogun,Enugu,938988,2020-09-21,4,569538
227804,MTN Nigeria,M,55,Akwa Ibom,Enugu,711312,2023-02-14,1,446988
4674,9mobile,F,33,Ogun,Enugu,100642,2020-01-24,4,217199
222,MTN Nigeria,F,41,Delta,Kano,605204,2020-01-02,0,1140430
168141,MTN Nigeria,M,50,Rivers,Ibadan,669225,2022-04-21,3,502128
84668,MTN Nigeria,F,19,Benue,Enugu,538821,2021-02-27,3,473183
37337,Airtel Nigeria,M,33,Katsina,Lagos,351427,2020-07-05,4,741956
153436,9mobile,F,55,Lagos,Enugu,773803,2022-02-06,2,756346
119357,Airtel Nigeria,F,48,Anambra,Ibadan,654484,2021-08-20,4,932210
181981,MTN Nigeria,M,56,Kebbi,Lagos,866316,2022-06-29,1,423757
50360,Glo,M,55,Ogun,Kano,919743,2020-09-09,0,1145221
114841,Glo,M,69,Kwara,Port Harcourt,642903,2021-07-28,2,1018207
177286,9mobile,F,56,FCT Abuja,Abuja,330047,2022-06-06,2,222817
179996,Airtel Nigeria,F,57,Oyo,Kano,773626,2022-06-19,1,846781
63496,MTN Nigeria,M,39,Osun,Enugu,662639,2020-11-13,0,263464
119406,Glo,M,29,Akwa Ibom,Abuja,747562,2021-08-20,2,429659
102080,9mobile,M,73,Cross River,Abuja,792479,2021-05-25,0,589745
90358,Airtel Nigeria,F,27,Edo,Enugu,362216,2021-03-28,4,298371
11181,Airtel Nigeria,M,64,Borno,Lagos,447643,2020-02-25,4,720043
74361,Glo,F,49,Akwa Ibom,Kano,569480,2021-01-07,1,406445
64053,Airtel Nigeria,F,60,Cross River,Kano,279197,2020-11-16,0,286152
139568,Airtel Nigeria,M,20,Enugu,Ibadan,854839,2021-11-29,0,656544
182114,MTN Nigeria,M,25,Bauchi,Lagos,808322,2022-06-30,2,1009452
159393,Airtel Nigeria,F,48,Lagos,Ibadan,816575,2022-03-08,2,660491
127963,9mobile,F,57,Kaduna,Enugu,484622,2021-10-02,2,891529
220927,9mobile,F,69,Enugu,Lagos,204097,2023-01-10,3,259517
180368,9mobile,M,56,Oyo,Port Harcourt,589047,2022-06-21,4,636794
31102,Airtel Nigeria,M,38,Anambra,Kano,440882,2020-06-04,1,578517
191532,9mobile,F,25,Katsina,Lagos,857946,2022-08-16,4,1141085
231678,Glo,M,46,Plateau,Port Harcourt,502487,2023-03-05,4,1157199
180827,MTN Nigeria,F,63,Rivers,Port Harcourt,998348,2022-06-24,1,306876
91425,9mobile,M,25,Kwara,Ibadan,389186,2021-04-02,4,759146
43385,MTN Nigeria,M,72,Anambra,Port Harcourt,754474,2020-08-05,0,581335
201810,9mobile,F,23,Sokoto,Ibadan,507822,2022-10-07,0,816682
18649,MTN Nigeria,M,69,Oyo,Ibadan,463596,2020-04-03,3,1146126
227469,9mobile,M,48,Niger,Ibadan,986579,2023-02-12,0,1045032
119790,Glo,F,33,Plateau,Abuja,646171,2021-08-22,1,1023834
113318,9mobile,F,25,Delta,Abuja,106698,2021-07-21,3,511150
129113,Glo,M,65,Edo,Lagos,851084,2021-10-08,2,697414
208620,Glo,F,65,Adamawa,Abuja,600425,2022-11-10,4,1074442
210584,9mobile,F,18,Akwa Ibom,Lagos,321132,2022-11-19,1,318638
172318,9mobile,F,49,Cross River,Ibadan,880299,2022-05-12,2,1161973
17298,9mobile,M,22,Rivers,Abuja,799742,2020-03-27,4,341154
10940,Glo,F,49,Delta,Ibadan,296357,2020-02-24,1,798483
143991,MTN Nigeria,M,51,Borno,Abuja,236645,2021-12-21,0,1065911
176943,Glo,F,63,FCT Abuja,Kano,225388,2022-06-04,0,83196
190002,Airtel Nigeria,F,36,Rivers,Kano,217229,2022-08-08,0,300404
66846,Glo,M,60,Ondo,Lagos,798619,2020-11-30,3,775260
215674,9mobile,M,63,Kaduna,Port Harcourt,829348,2022-12-15,3,974019
53966,MTN Nigeria,M,68,Taraba,Kano,485471,2020-09-27,2,1097518
58967,MTN Nigeria,M,45,Bauchi,Kano,544477,2020-10-22,0,403283
229854,MTN Nigeria,F,63,Borno,Port Harcourt,131278,2023-02-24,1,1117268
186557,MTN Nigeria,M,63,Adamawa,Ibadan,764633,2022-07-22,0,417931
97683,MTN Nigeria,M,18,Cross River,Ibadan,220743,2021-05-03,3,854140
78756,Airtel Nigeria,M,73,Enugu,Lagos,576500,2021-01-29,1,918922
79995,Glo,M,37,Benue,Abuja,640092,2021-02-04,0,1003472
95846,9mobile,F,62,Ogun,Kano,221415,2021-04-24,2,704386
214804,Airtel Nigeria,M,64,Delta,Port Harcourt,581269,2022-12-11,1,591046
153175,MTN Nigeria,M,66,Borno,Kano,927253,2022-02-05,3,588944
229748,Airtel Nigeria,F,73,Edo,Kano,514755,2023-02-23,2,801688
2528,MTN Nigeria,M,51,Ondo,Port Harcourt,803875,2020-01-13,4,83489
104171,9mobile,F,66,Kaduna,Lagos,602176,2021-06-05,4,1093614
52853,9mobile,M,63,Ogun,Enugu,168591,2020-09-21,0,597044
39360,Airtel Nigeria,M,46,Benue,Lagos,962682,2020-07-15,2,1141611
15729,9mobile,M,56,Niger,Abuja,214471,2020-03-19,0,836467
211530,9mobile,M,48,Cross River,Kano,528190,2022-11-24,1,303222
90721,MTN Nigeria,F,66,Kano,Lagos,755425,2021-03-30,0,986695
148525,9mobile,M,20,Niger,Abuja,453269,2022-01-13,4,315234
97802,MTN Nigeria,F,68,Edo,Abuja,947392,2021-05-04,3,950633
29763,Glo,M,24,Taraba,Port Harcourt,340958,2020-05-28,0,249849
230736,Airtel Nigeria,F,57,Lagos,Port Harcourt,550413,2023-02-28,3,396251
118781,Glo,M,55,Rivers,Port Harcourt,401048,2021-08-17,4,233321
152579,9mobile,M,22,Imo,Port Harcourt,329299,2022-02-02,1,725618
57424,9mobile,F,49,Kaduna,Port Harcourt,556040,2020-10-14,4,903317
215111,MTN Nigeria,M,43,Anambra,Port Harcourt,368309,2022-12-12,4,997121
169218,Glo,M,19,Delta,Abuja,200150,2022-04-26,1,484334
30819,MTN Nigeria,F,39,Imo,Abuja,550159,2020-06-03,0,803627
185775,9mobile,M,36,Katsina,Kano,614545,2022-07-18,0,979982
52658,9mobile,M,33,Ondo,Enugu,429963,2020-09-20,3,1059775
120656,Airtel Nigeria,F,30,Kaduna,Port Harcourt,836540,2021-08-26,0,1112968
142776,9mobile,M,43,Imo,Enugu,561440,2021-12-15,0,758466
153413,9mobile,M,34,Bauchi,Kano,950001,2022-02-06,2,591684
35119,Airtel Nigeria,F,55,Edo,Lagos,969548,2020-06-24,3,489340
105192,9mobile,F,68,Osun,Abuja,861602,2021-06-10,1,582369
76282,Airtel Nigeria,M,41,Cross River,Abuja,724665,2021-01-16,1,343352
148480,Glo,F,71,Katsina,Ibadan,670356,2022-01-13,1,819655
76997,Airtel Nigeria,M,51,Osun,Port Harcourt,556488,2021-01-20,4,925256
77372,Airtel Nigeria,F,74,Ekiti,Port Harcourt,824044,2021-01-22,4,112089
239168,Glo,M,22,Rivers,Ibadan,504037,2023-04-12,1,298810
199195,9mobile,M,58,Rivers,Lagos,940064,2022-09-23,0,557294
183446,Airtel Nigeria,F,30,Edo,Abuja,761119,2022-07-07,2,227703
137268,Glo,M,20,Plateau,Abuja,341909,2021-11-18,1,844282
36283,MTN Nigeria,M,21,Oyo,Kano,625612,2020-06-30,0,1108806
156793,Airtel Nigeria,F,44,Rivers,Enugu,824414,2022-02-23,0,939956
87707,MTN Nigeria,M,67,Kebbi,Abuja,952563,2021-03-14,1,83929
97083,MTN Nigeria,M,32,Ondo,Kano,256921,2021-04-30,3,984498
105812,MTN Nigeria,M,60,Edo,Lagos,526133,2021-06-13,4,482007
228300,MTN Nigeria,M,49,Adamawa,Lagos,587039,2023-02-16,4,1097337
161153,MTN Nigeria,M,70,Imo,Enugu,973147,2022-03-17,0,240697
97541,Airtel Nigeria,M,42,Ekiti,Ibadan,169784,2021-05-03,1,1043093
31558,Airtel Nigeria,M,50,Delta,Abuja,577260,2020-06-06,2,256130
169167,9mobile,M,66,Edo,Lagos,419659,2022-04-26,1,590590
223237,Airtel Nigeria,F,45,Kano,Port Harcourt,123189,2023-01-22,4,125678
243335,MTN Nigeria,F,73,Plateau,Kano,558957,2023-05-02,2,625721
154178,MTN Nigeria,M,19,Delta,Ibadan,562441,2022-02-10,2,757380
181108,Glo,M,26,Sokoto,Lagos,736810,2022-06-25,0,516036
205407,Airtel Nigeria,M,45,Benue,Abuja,187159,2022-10-25,0,484851
155928,Glo,M,21,Edo,Abuja,332639,2022-02-19,2,141292
2401,Airtel Nigeria,M,24,Kano,Port Harcourt,861087,2020-01-13,3,524394
96851,Airtel Nigeria,F,45,Ondo,Abuja,352126,2021-04-29,2,868625
115493,9mobile,F,40,FCT Abuja,Ibadan,227142,2021-08-01,2,671994
133053,Airtel Nigeria,F,69,Rivers,Enugu,910560,2021-10-27,0,1017130
152551,9mobile,F,28,Edo,Abuja,465778,2022-02-02,0,180224
56479,Airtel Nigeria,M,57,Bauchi,Lagos,973146,2020-10-09,3,1073364
59234,Glo,F,34,Adamawa,Port Harcourt,619631,2020-10-23,3,350280
107299,Airtel Nigeria,F,53,Anambra,Enugu,215133,2021-06-21,4,365790
129832,9mobile,M,19,Enugu,Enugu,477890,2021-10-11,4,477337
169314,Airtel Nigeria,F,59,Imo,Abuja,383882,2022-04-27,1,867531
93907,MTN Nigeria,M,48,FCT Abuja,Abuja,758946,2021-04-15,3,1098362
72570,Airtel Nigeria,M,27,Delta,Abuja,219652,2020-12-29,3,1171296
76068,9mobile,M,47,Kaduna,Ibadan,117206,2021-01-15,0,756863
107804,Airtel Nigeria,M,35,Kano,Ibadan,665425,2021-06-23,2,440697
204641,Airtel Nigeria,F,71,Delta,Abuja,317327,2022-10-21,3,659560
2527,Airtel Nigeria,F,36,Ekiti,Kano,558037,2020-01-13,1,1047919
43346,Airtel Nigeria,M,27,Adamawa,Enugu,372922,2020-08-04,3,1006617
221314,9mobile,F,48,Niger,Ibadan,327553,2023-01-12,4,1021344
49762,Glo,F,28,Ekiti,Abuja,827488,2020-09-06,2,670469
226038,Glo,M,52,Benue,Abuja,709598,2023-02-05,1,957914
148100,Glo,F,28,Ekiti,Enugu,593838,2022-01-11,3,1048298
221134,Glo,M,37,Oyo,Port Harcourt,491599,2023-01-11,1,1005402
125311,Glo,F,45,Oyo,Ibadan,464285,2021-09-19,4,1002947
42642,9mobile,M,28,Anambra,Ibadan,325914,2020-08-01,0,785299
186520,Airtel Nigeria,M,56,Imo,Port Harcourt,360795,2022-07-22,1,738448
243239,Glo,M,65,Kebbi,Abuja,848154,2023-05-02,0,439241
91846,Airtel Nigeria,F,58,Delta,Enugu,472910,2021-04-04,3,1077294
38361,MTN Nigeria,F,53,Edo,Port Harcourt,487149,2020-07-10,0,1101094
10765,9mobile,M,66,Enugu,Lagos,239289,2020-02-23,4,492804
102204,MTN Nigeria,M,48,Kebbi,Port Harcourt,542093,2021-05-26,4,479569
224553,9mobile,F,41,Kaduna,Lagos,381956,2023-01-28,1,309263
122592,9mobile,M,62,Lagos,Kano,241222,2021-09-05,1,1116561
51699,MTN Nigeria,F,40,Imo,Lagos,445836,2020-09-15,0,513571
34601,Glo,M,32,Adamawa,Kano,913538,2020-06-22,3,1044808
47732,Glo,F,51,Kwara,Kano,197998,2020-08-26,0,473847
97385,MTN Nigeria,M,72,Kaduna,Kano,370642,2021-05-02,2,438414
32418,Airtel Nigeria,M,18,Kwara,Port Harcourt,922115,2020-06-11,0,636484
169710,Airtel Nigeria,M,68,Kebbi,Lagos,767274,2022-04-29,3,171064
27447,Glo,M,45,Edo,Ibadan,757979,2020-05-17,4,783498
78397,9mobile,M,71,Taraba,Lagos,958640,2021-01-27,2,237457
199155,Airtel Nigeria,M,39,Kano,Kano,883275,2022-09-23,4,694864
29513,MTN Nigeria,M,49,Edo,Lagos,963586,2020-05-27,4,829202
102804,9mobile,M,35,Ondo,Abuja,318250,2021-05-29,4,300379
7960,MTN Nigeria,F,29,Ekiti,Ibadan,731946,2020-02-09,0,676398
217571,Glo,M,60,Oyo,Port Harcourt,581494,2022-12-24,0,579836
133121,Airtel Nigeria,M,29,Ogun,Lagos,489519,2021-10-28,4,827841
178385,MTN Nigeria,F,50,Kebbi,Lagos,193183,2022-06-11,2,604903
98259,9mobile,M,53,Niger,Kano,250166,2021-05-06,2,867272
117379,Glo,F,38,Benue,Abuja,768117,2021-08-10,1,874984
20008,9mobile,M,53,Lagos,Enugu,483913,2020-04-10,0,771908
70280,Airtel Nigeria,M,23,Bauchi,Abuja,636220,2020-12-17,0,423507
113905,Airtel Nigeria,M,30,FCT Abuja,Port Harcourt,599932,2021-07-24,4,715889
33003,9mobile,M,72,Sokoto,Port Harcourt,346643,2020-06-14,0,509538
76479,MTN Nigeria,F,68,Edo,Enugu,334978,2021-01-17,1,532598
154821,MTN Nigeria,M,56,Enugu,Ibadan,841657,2022-02-13,4,125204
120683,Glo,F,40,Adamawa,Kano,997965,2021-08-27,0,656027
107006,Glo,F,29,Ogun,Abuja,209301,2021-06-19,4,751848
61749,Airtel Nigeria,F,67,Kwara,Enugu,867142,2020-11-05,3,950607
137953,Glo,M,32,Adamawa,Port Harcourt,704373,2021-11-21,4,851753
51759,9mobile,F,41,Delta,Ibadan,500569,2020-09-16,2,200379
206765,Airtel Nigeria,M,67,Oyo,Lagos,913836,2022-10-31,3,796294
1750,Glo,M,23,Bauchi,Kano,701202,2020-01-09,2,855389
21675,Glo,M,45,Imo,Enugu,550650,2020-04-18,0,594519
163990,Airtel Nigeria,F,69,Katsina,Lagos,449523,2022-03-31,4,976811
159496,9mobile,M,61,Kaduna,Kano,453041,2022-03-09,4,773080
148863,MTN Nigeria,M,65,Ondo,Abuja,940762,2022-01-15,3,595295
130101,MTN Nigeria,M,47,Kwara,Ibadan,604355,2021-10-13,4,809892
18211,Glo,M,45,Anambra,Enugu,426896,2020-04-01,1,1105015
18619,MTN Nigeria,M,40,Sokoto,Port Harcourt,496418,2020-04-03,1,685799
118286,Airtel Nigeria,M,64,FCT Abuja,Abuja,788382,2021-08-15,3,552503
50998,Airtel Nigeria,M,52,Edo,Kano,734376,2020-09-12,2,740809
62505,Airtel Nigeria,F,21,Akwa Ibom,Kano,229220,2020-11-08,1,407065
22165,Airtel Nigeria,M,28,Taraba,Abuja,738155,2020-04-20,3,936398
